,week,shift,production_id,production
12143,97.0,2.0,5.0,94.0
12144,97.0,2.0,6.0,65.0
12145,97.0,2.0,7.0,69.0
12146,97.0,2.0,8.0,44.0
12147,97.0,2.0,9.0,72.0
12148,97.0,2.0,10.0,75.0
12149,97.0,2.0,11.0,28.0
12150,97.0,2.0,12.0,43.0
12151,97.0,2.0,13.0,29.0
12152,97.0,2.0,14.0,41.0
12153,97.0,2.0,15.0,65.0
12154,97.0,2.0,16.0,70.0
12155,97.0,2.0,17.0,52.0
12156,97.0,2.0,18.0,38.0
12157,97.0,2.0,19.0,95.0
12158,97.0,2.0,20.0,44.0
12159,97.0,2.0,21.0,57.0
12160,97.0,2.0,22.0,67.0
12161,97.0,2.0,23.0,53.0
12162,97.0,2.0,24.0,68.0
12163,97.0,2.0,25.0,74.0
12164,97.0,2.0,26.0,52.0
12165,97.0,2.0,27.0,9.0
12166,97.0,2.0,28.0,16.0
12167,97.0,2.0,29.0,87.0
12168,97.0,2.0,30.0,53.0
12169,97.0,2.0,31.0,100.0
12170,97.0,2.0,32.0,85.0
12171,97.0,2.0,33.0,71.0
12172,97.0,2.0,34.0,84.0
12173,97.0,2.0,35.0,85.0
12174,97.0,2.0,36.0,85.0
12175,97.0,2.0,37.0,97.0
12176,97.0,2.0,38.0,13.0
12177,97.0,2.0,39.0,25.0
12178,97.0,2.0,40.0,93.0
12179,97.0,2.0,41.0,95.0
12180,97.0,3.0,0.0,35.0
12181,97.0,3.0,1.0,91.0
12182,97.0,3.0,2.0,92.0
12183,97.0,3.0,3.0,16.0
12184,97.0,3.0,4.0,93.0
12185,97.0,3.0,5.0,90.0
12186,97.0,3.0,6.0,75.0
12187,97.0,3.0,7.0,58.0
12188,97.0,3.0,8.0,59.0
12189,97.0,3.0,9.0,59.0
12190,97.0,3.0,10.0,38.0
12191,97.0,3.0,11.0,49.0
12192,97.0,3.0,12.0,49.0
12193,97.0,3.0,13.0,37.0
12194,97.0,3.0,14.0,49.0
12195,97.0,3.0,15.0,80.0
12196,97.0,3.0,16.0,86.0
12197,97.0,3.0,17.0,9.0
12198,97.0,3.0,18.0,87.0
12199,97.0,3.0,19.0,47.0
12200,97.0,3.0,20.0,65.0
12201,97.0,3.0,21.0,29.0
12202,97.0,3.0,22.0,48.0
12203,97.0,3.0,23.0,53.0
12204,97.0,3.0,24.0,9.0
12205,97.0,3.0,25.0,73.0
12206,97.0,3.0,26.0,93.0
12207,97.0,3.0,27.0,36.0
12208,97.0,3.0,28.0,62.0
12209,97.0,3.0,29.0,19.0
12210,97.0,3.0,30.0,58.0
12211,97.0,3.0,31.0,75.0
12212,97.0,3.0,32.0,82.0
12213,97.0,3.0,33.0,69.0
12214,97.0,3.0,34.0,56.0
12215,97.0,3.0,35.0,46.0
12216,97.0,3.0,36.0,5.0
12217,97.0,3.0,37.0,22.0
12218,97.0,3.0,38.0,78.0
12219,97.0,3.0,39.0,6.0
12220,97.0,3.0,40.0,75.0
12221,97.0,3.0,41.0,81.0
12222,98.0,1.0,0.0,76.0
12223,98.0,1.0,1.0,43.0
12224,98.0,1.0,2.0,3.0
12225,98.0,1.0,3.0,80.0
12226,98.0,1.0,4.0,100.0
12227,98.0,1.0,5.0,66.0
12228,98.0,1.0,6.0,37.0
12229,98.0,1.0,7.0,60.0
12230,98.0,1.0,8.0,44.0
12231,98.0,1.0,9.0,56.0
12232,98.0,1.0,10.0,75.0
12233,98.0,1.0,11.0,54.0
12234,98.0,1.0,12.0,100.0
12235,98.0,1.0,13.0,65.0
12236,98.0,1.0,14.0,88.0
12237,98.0,1.0,15.0,37.0
12238,98.0,1.0,16.0,71.0
12239,98.0,1.0,17.0,38.0
12240,98.0,1.0,18.0,65.0
12241,98.0,1.0,19.0,82.0
12242,98.0,1.0,20.0,25.0
12243,98.0,1.0,21.0,94.0
12244,98.0,1.0,22.0,10.0
12245,98.0,1.0,23.0,9.0
12246,98.0,1.0,24.0,68.0
12247,98.0,1.0,25.0,61.0
12248,98.0,1.0,26.0,62.0
12249,98.0,1.0,27.0,43.0
12250,98.0,1.0,28.0,54.0
12251,98.0,1.0,29.0,97.0
12252,98.0,1.0,30.0,12.0
12253,98.0,1.0,31.0,87.0
12254,98.0,1.0,32.0,32.0
12255,98.0,1.0,33.0,25.0
12256,98.0,1.0,34.0,36.0
12257,98.0,1.0,35.0,46.0
12258,98.0,1.0,36.0,44.0
12259,98.0,1.0,37.0,73.0
12260,98.0,1.0,38.0,15.0
12261,98.0,1.0,39.0,78.0
12262,98.0,1.0,40.0,26.0
12263,98.0,1.0,41.0,86.0
12264,98.0,2.0,0.0,42.0
12265,98.0,2.0,1.0,17.0
12266,98.0,2.0,2.0,74.0
12267,98.0,2.0,3.0,22.0
12268,98.0,2.0,4.0,60.0
12269,98.0,2.0,5.0,28.0
12270,98.0,2.0,6.0,49.0
12271,98.0,2.0,7.0,48.0
12272,98.0,2.0,8.0,34.0
12273,98.0,2.0,9.0,69.0
12274,98.0,2.0,10.0,94.0
12275,98.0,2.0,11.0,45.0
12276,98.0,2.0,12.0,64.0
12277,98.0,2.0,13.0,32.0
12278,98.0,2.0,14.0,11.0
12279,98.0,2.0,15.0,40.0
12280,98.0,2.0,16.0,1.0
12281,98.0,2.0,17.0,60.0
12282,98.0,2.0,18.0,6.0
12283,98.0,2.0,19.0,17.0
12284,98.0,2.0,20.0,64.0
12285,98.0,2.0,21.0,72.0
12286,98.0,2.0,22.0,29.0
12287,98.0,2.0,23.0,5.0
12288,98.0,2.0,24.0,68.0
12289,98.0,2.0,25.0,53.0
12290,98.0,2.0,26.0,68.0
12291,98.0,2.0,27.0,83.0
12292,98.0,2.0,28.0,27.0
12293,98.0,2.0,29.0,1.0
12294,98.0,2.0,30.0,97.0
12295,98.0,2.0,31.0,30.0
12296,98.0,2.0,32.0,44.0
12297,98.0,2.0,33.0,21.0
12298,98.0,2.0,34.0,5.0
12299,98.0,2.0,35.0,79.0
12300,98.0,2.0,36.0,38.0
12301,98.0,2.0,37.0,100.0
12302,98.0,2.0,38.0,99.0
12303,98.0,2.0,39.0,57.0
12304,98.0,2.0,40.0,33.0
12305,98.0,2.0,41.0,13.0
12306,98.0,3.0,0.0,80.0
12307,98.0,3.0,1.0,68.0
12308,98.0,3.0,2.0,6.0
12309,98.0,3.0,3.0,23.0
12310,98.0,3.0,4.0,100.0
12311,98.0,3.0,5.0,30.0
12312,98.0,3.0,6.0,4.0
12313,98.0,3.0,7.0,9.0
12314,98.0,3.0,8.0,38.0
12315,98.0,3.0,9.0,78.0
12316,98.0,3.0,10.0,40.0
12317,98.0,3.0,11.0,89.0
12318,98.0,3.0,12.0,14.0
12319,98.0,3.0,13.0,82.0
12320,98.0,3.0,14.0,46.0
12321,98.0,3.0,15.0,40.0
12322,98.0,3.0,16.0,26.0
12323,98.0,3.0,17.0,3.0
12324,98.0,3.0,18.0,16.0
12325,98.0,3.0,19.0,45.0
12326,98.0,3.0,20.0,27.0
12327,98.0,3.0,21.0,62.0
12328,98.0,3.0,22.0,30.0
12329,98.0,3.0,23.0,45.0
12330,98.0,3.0,24.0,76.0
12331,98.0,3.0,25.0,56.0
12332,98.0,3.0,26.0,14.0
12333,98.0,3.0,27.0,25.0
12334,98.0,3.0,28.0,88.0
12335,98.0,3.0,29.0,78.0
12336,98.0,3.0,30.0,78.0
12337,98.0,3.0,31.0,47.0
12338,98.0,3.0,32.0,87.0
12339,98.0,3.0,33.0,16.0
12340,98.0,3.0,34.0,96.0
12341,98.0,3.0,35.0,80.0
12342,98.0,3.0,36.0,34.0
12343,98.0,3.0,37.0,12.0
12344,98.0,3.0,38.0,33.0
12345,98.0,3.0,39.0,1.0
12346,98.0,3.0,40.0,66.0
12347,98.0,3.0,41.0,24.0
12348,99.0,1.0,0.0,68.0
12349,99.0,1.0,1.0,38.0
12350,99.0,1.0,2.0,57.0
12351,99.0,1.0,3.0,7.0
12352,99.0,1.0,4.0,71.0
12353,99.0,1.0,5.0,43.0
12354,99.0,1.0,6.0,0.0
12355,99.0,1.0,7.0,79.0
12356,99.0,1.0,8.0,27.0
12357,99.0,1.0,9.0,40.0
12358,99.0,1.0,10.0,65.0
12359,99.0,1.0,11.0,13.0
12360,99.0,1.0,12.0,56.0
12361,99.0,1.0,13.0,74.0
12362,99.0,1.0,14.0,4.0
12363,99.0,1.0,15.0,71.0
12364,99.0,1.0,16.0,49.0
12365,99.0,1.0,17.0,7.0
12366,99.0,1.0,18.0,78.0
12367,99.0,1.0,19.0,76.0
12368,99.0,1.0,20.0,71.0
12369,99.0,1.0,21.0,59.0
12370,99.0,1.0,22.0,32.0
12371,99.0,1.0,23.0,85.0
12372,99.0,1.0,24.0,77.0
12373,99.0,1.0,25.0,7.0
12374,99.0,1.0,26.0,72.0
12375,99.0,1.0,27.0,13.0
12376,99.0,1.0,28.0,25.0
12377,99.0,1.0,29.0,99.0
12378,99.0,1.0,30.0,58.0
12379,99.0,1.0,31.0,62.0
12380,99.0,1.0,32.0,33.0
12381,99.0,1.0,33.0,100.0
12382,99.0,1.0,34.0,82.0
12383,99.0,1.0,35.0,28.0
12384,99.0,1.0,36.0,21.0
12385,99.0,1.0,37.0,59.0
12386,99.0,1.0,38.0,82.0
12387,99.0,1.0,39.0,0.0
12388,99.0,1.0,40.0,6.0
12389,99.0,1.0,41.0,67.0
12390,99.0,2.0,0.0,73.0
12391,99.0,2.0,1.0,59.0
12392,99.0,2.0,2.0,58.0
12393,99.0,2.0,3.0,95.0
12394,99.0,2.0,4.0,80.0
12395,99.0,2.0,5.0,8.0
12396,99.0,2.0,6.0,75.0
12397,99.0,2.0,7.0,38.0
12398,99.0,2.0,8.0,44.0
12399,99.0,2.0,9.0,78.0
12400,99.0,2.0,10.0,67.0
12401,99.0,2.0,11.0,1.0
12402,99.0,2.0,12.0,89.0
12403,99.0,2.0,13.0,31.0
12404,99.0,2.0,14.0,25.0
12405,99.0,2.0,15.0,60.0
12406,99.0,2.0,16.0,54.0
12407,99.0,2.0,17.0,0.0
12408,99.0,2.0,18.0,12.0
12409,99.0,2.0,19.0,55.0
12410,99.0,2.0,20.0,33.0
12411,99.0,2.0,21.0,89.0
12412,99.0,2.0,22.0,9.0
12413,99.0,2.0,23.0,69.0
12414,99.0,2.0,24.0,53.0
12415,99.0,2.0,25.0,55.0
12416,99.0,2.0,26.0,2.0
12417,99.0,2.0,27.0,86.0
12418,99.0,2.0,28.0,89.0
12419,99.0,2.0,29.0,53.0
12420,99.0,2.0,30.0,14.0
12421,99.0,2.0,31.0,53.0
12422,99.0,2.0,32.0,17.0
12423,99.0,2.0,33.0,53.0
12424,99.0,2.0,34.0,25.0
12425,99.0,2.0,35.0,38.0
12426,99.0,2.0,36.0,37.0
12427,99.0,2.0,37.0,83.0
12428,99.0,2.0,38.0,54.0
12429,99.0,2.0,39.0,52.0
12430,99.0,2.0,40.0,41.0
12431,99.0,2.0,41.0,90.0
12432,99.0,3.0,0.0,87.0
12433,99.0,3.0,1.0,92.0
12434,99.0,3.0,2.0,9.0
12435,99.0,3.0,3.0,67.0
12436,99.0,3.0,4.0,8.0
12437,99.0,3.0,5.0,52.0
12438,99.0,3.0,6.0,53.0
12439,99.0,3.0,7.0,37.0
12440,99.0,3.0,8.0,38.0
12441,99.0,3.0,9.0,81.0
12442,99.0,3.0,10.0,36.0
12443,99.0,3.0,11.0,53.0
12444,99.0,3.0,12.0,67.0
12445,99.0,3.0,13.0,57.0
12446,99.0,3.0,14.0,70.0
12447,99.0,3.0,15.0,24.0
12448,99.0,3.0,16.0,96.0
12449,99.0,3.0,17.0,2.0
12450,99.0,3.0,18.0,60.0
12451,99.0,3.0,19.0,80.0
12452,99.0,3.0,20.0,14.0
12453,99.0,3.0,21.0,14.0
12454,99.0,3.0,22.0,84.0
12455,99.0,3.0,23.0,38.0
12456,99.0,3.0,24.0,49.0
12457,99.0,3.0,25.0,20.0
12458,99.0,3.0,26.0,1.0
12459,99.0,3.0,27.0,97.0
12460,99.0,3.0,28.0,19.0
12461,99.0,3.0,29.0,35.0
12462,99.0,3.0,30.0,65.0
12463,99.0,3.0,31.0,29.0
12464,99.0,3.0,32.0,70.0
12465,99.0,3.0,33.0,65.0
12466,99.0,3.0,34.0,62.0
12467,99.0,3.0,35.0,84.0
12468,99.0,3.0,36.0,64.0
12469,99.0,3.0,37.0,17.0
12470,99.0,3.0,38.0,1.0
12471,99.0,3.0,39.0,88.0
12472,99.0,3.0,40.0,93.0
12473,99.0,3.0,41.0,8.0
12474,1.0,1.0,0.0,76.0
12475,1.0,1.0,1.0,27.0
12476,1.0,1.0,2.0,65.0
12477,1.0,1.0,3.0,8.0
12478,1.0,1.0,4.0,56.0
12479,1.0,1.0,5.0,43.0
12480,1.0,1.0,6.0,80.0
12481,1.0,1.0,7.0,60.0
12482,1.0,1.0,8.0,78.0
12483,1.0,1.0,9.0,34.0
12484,1.0,1.0,10.0,28.0
12485,1.0,1.0,11.0,29.0
12486,1.0,1.0,12.0,67.0
12487,1.0,1.0,13.0,48.0
12488,1.0,1.0,14.0,23.0
12489,1.0,1.0,15.0,52.0
12490,1.0,1.0,16.0,38.0
12491,1.0,1.0,17.0,50.0
12492,1.0,1.0,18.0,71.0
12493,1.0,1.0,19.0,15.0
12494,1.0,1.0,20.0,43.0
12495,1.0,1.0,21.0,79.0
12496,1.0,1.0,22.0,93.0
12497,1.0,1.0,23.0,5.0
12498,1.0,1.0,24.0,77.0
12499,1.0,1.0,25.0,95.0
12500,1.0,1.0,26.0,78.0
12501,1.0,1.0,27.0,48.0
12502,1.0,1.0,28.0,27.0
12503,1.0,1.0,29.0,40.0
12504,1.0,1.0,30.0,79.0
12505,1.0,1.0,31.0,36.0
12506,1.0,1.0,32.0,56.0
12507,1.0,1.0,33.0,55.0
12508,1.0,1.0,34.0,78.0
12509,1.0,1.0,35.0,37.0
12510,1.0,1.0,36.0,7.0
12511,1.0,1.0,37.0,81.0
12512,1.0,1.0,38.0,84.0
12513,1.0,1.0,39.0,63.0
12514,1.0,1.0,40.0,80.0
12515,1.0,1.0,41.0,40.0
12516,1.0,2.0,0.0,50.0
12517,1.0,2.0,1.0,21.0
12518,1.0,2.0,2.0,98.0
12519,1.0,2.0,3.0,40.0
12520,1.0,2.0,4.0,65.0
12521,1.0,2.0,5.0,53.0
12522,1.0,2.0,6.0,17.0
12523,1.0,2.0,7.0,61.0
12524,1.0,2.0,8.0,34.0
12525,1.0,2.0,9.0,91.0
12526,1.0,2.0,10.0,31.0
12527,1.0,2.0,11.0,42.0
12528,1.0,2.0,12.0,44.0
12529,1.0,2.0,13.0,97.0
12530,1.0,2.0,14.0,2.0
12531,1.0,2.0,15.0,24.0
12532,1.0,2.0,16.0,31.0
12533,1.0,2.0,17.0,47.0
12534,1.0,2.0,18.0,74.0
12535,1.0,2.0,19.0,64.0
12536,1.0,2.0,20.0,26.0
12537,1.0,2.0,21.0,21.0
12538,1.0,2.0,22.0,25.0
12539,1.0,2.0,23.0,76.0
12540,1.0,2.0,24.0,40.0
12541,1.0,2.0,25.0,10.0
12542,1.0,2.0,26.0,85.0
12543,1.0,2.0,27.0,76.0
12544,1.0,2.0,28.0,1.0
12545,1.0,2.0,29.0,67.0
12546,1.0,2.0,30.0,35.0
12547,1.0,2.0,31.0,94.0
12548,1.0,2.0,32.0,76.0
12549,1.0,2.0,33.0,46.0
12550,1.0,2.0,34.0,83.0
12551,1.0,2.0,35.0,19.0
12552,1.0,2.0,36.0,65.0
12553,1.0,2.0,37.0,8.0
12554,1.0,2.0,38.0,66.0
12555,1.0,2.0,39.0,24.0
12556,1.0,2.0,40.0,93.0
12557,1.0,2.0,41.0,35.0
12558,1.0,3.0,0.0,2.0
12559,1.0,3.0,1.0,93.0
12560,1.0,3.0,2.0,13.0
12561,1.0,3.0,3.0,95.0
12562,1.0,3.0,4.0,75.0
12563,1.0,3.0,5.0,48.0
12564,1.0,3.0,6.0,4.0
12565,1.0,3.0,7.0,88.0
12566,1.0,3.0,8.0,35.0
12567,1.0,3.0,9.0,66.0
12568,1.0,3.0,10.0,73.0
12569,1.0,3.0,11.0,89.0
12570,1.0,3.0,12.0,10.0
12571,1.0,3.0,13.0,75.0
12572,1.0,3.0,14.0,80.0
12573,1.0,3.0,15.0,92.0
12574,1.0,3.0,16.0,100.0
12575,1.0,3.0,17.0,66.0
12576,1.0,3.0,18.0,77.0
12577,1.0,3.0,19.0,32.0
12578,1.0,3.0,20.0,16.0
12579,1.0,3.0,21.0,92.0
12580,1.0,3.0,22.0,38.0
12581,1.0,3.0,23.0,0.0
12582,1.0,3.0,24.0,73.0
12583,1.0,3.0,25.0,13.0
12584,1.0,3.0,26.0,62.0
12585,1.0,3.0,27.0,69.0
12586,1.0,3.0,28.0,64.0
12587,1.0,3.0,29.0,54.0
12588,1.0,3.0,30.0,66.0
12589,1.0,3.0,31.0,50.0
12590,1.0,3.0,32.0,6.0
12591,1.0,3.0,33.0,13.0
12592,1.0,3.0,34.0,93.0
12593,1.0,3.0,35.0,16.0
12594,1.0,3.0,36.0,5.0
12595,1.0,3.0,37.0,79.0
12596,1.0,3.0,38.0,83.0
12597,1.0,3.0,39.0,23.0
12598,1.0,3.0,40.0,13.0
12599,1.0,3.0,41.0,5.0
12600,2.0,1.0,0.0,51.0
12601,2.0,1.0,1.0,0.0
12602,2.0,1.0,2.0,8.0
12603,2.0,1.0,3.0,30.0
12604,2.0,1.0,4.0,3.0
12605,2.0,1.0,5.0,19.0
12606,2.0,1.0,6.0,35.0
12607,2.0,1.0,7.0,34.0
12608,2.0,1.0,8.0,11.0
12609,2.0,1.0,9.0,91.0
12610,2.0,1.0,10.0,7.0
12611,2.0,1.0,11.0,67.0
12612,2.0,1.0,12.0,26.0
12613,2.0,1.0,13.0,17.0
12614,2.0,1.0,14.0,0.0
12615,2.0,1.0,15.0,37.0
12616,2.0,1.0,16.0,15.0
12617,2.0,1.0,17.0,57.0
12618,2.0,1.0,18.0,83.0
12619,2.0,1.0,19.0,84.0
12620,2.0,1.0,20.0,24.0
12621,2.0,1.0,21.0,13.0
12622,2.0,1.0,22.0,13.0
12623,2.0,1.0,23.0,92.0
12624,2.0,1.0,24.0,70.0
12625,2.0,1.0,25.0,25.0
12626,2.0,1.0,26.0,56.0
12627,2.0,1.0,27.0,3.0
12628,2.0,1.0,28.0,32.0
12629,2.0,1.0,29.0,41.0
12630,2.0,1.0,30.0,59.0
12631,2.0,1.0,31.0,15.0
12632,2.0,1.0,32.0,50.0
12633,2.0,1.0,33.0,71.0
12634,2.0,1.0,34.0,34.0
12635,2.0,1.0,35.0,71.0
12636,2.0,1.0,36.0,9.0
12637,2.0,1.0,37.0,63.0
12638,2.0,1.0,38.0,62.0
12639,2.0,1.0,39.0,87.0
12640,2.0,1.0,40.0,78.0
12641,2.0,1.0,41.0,64.0
12642,2.0,2.0,0.0,45.0
12643,2.0,2.0,1.0,86.0
12644,2.0,2.0,2.0,75.0
12645,2.0,2.0,3.0,58.0
12646,2.0,2.0,4.0,30.0
12647,2.0,2.0,5.0,1.0
12648,2.0,2.0,6.0,42.0
12649,2.0,2.0,7.0,28.0
12650,2.0,2.0,8.0,84.0
12651,2.0,2.0,9.0,32.0
12652,2.0,2.0,10.0,71.0
12653,2.0,2.0,11.0,81.0
12654,2.0,2.0,12.0,16.0
12655,2.0,2.0,13.0,16.0
12656,2.0,2.0,14.0,33.0
12657,2.0,2.0,15.0,77.0
12658,2.0,2.0,16.0,94.0
12659,2.0,2.0,17.0,99.0
12660,2.0,2.0,18.0,66.0
12661,2.0,2.0,19.0,96.0
12662,2.0,2.0,20.0,45.0
12663,2.0,2.0,21.0,92.0
12664,2.0,2.0,22.0,17.0
12665,2.0,2.0,23.0,54.0
12666,2.0,2.0,24.0,99.0
12667,2.0,2.0,25.0,77.0
12668,2.0,2.0,26.0,34.0
12669,2.0,2.0,27.0,87.0
12670,2.0,2.0,28.0,9.0
12671,2.0,2.0,29.0,8.0
12672,2.0,2.0,30.0,42.0
12673,2.0,2.0,31.0,95.0
12674,2.0,2.0,32.0,23.0
12675,2.0,2.0,33.0,53.0
12676,2.0,2.0,34.0,89.0
12677,2.0,2.0,35.0,32.0
12678,2.0,2.0,36.0,91.0
12679,2.0,2.0,37.0,11.0
12680,2.0,2.0,38.0,27.0
12681,2.0,2.0,39.0,73.0
12682,2.0,2.0,40.0,60.0
12683,2.0,2.0,41.0,22.0
12684,2.0,3.0,0.0,68.0
12685,2.0,3.0,1.0,90.0
12686,2.0,3.0,2.0,90.0
12687,2.0,3.0,3.0,3.0
12688,2.0,3.0,4.0,21.0
12689,2.0,3.0,5.0,42.0
12690,2.0,3.0,6.0,94.0
12691,2.0,3.0,7.0,8.0
12692,2.0,3.0,8.0,28.0
12693,2.0,3.0,9.0,100.0
12694,2.0,3.0,10.0,50.0
12695,2.0,3.0,11.0,98.0
12696,2.0,3.0,12.0,88.0
12697,2.0,3.0,13.0,26.0
12698,2.0,3.0,14.0,75.0
12699,2.0,3.0,15.0,78.0
12700,2.0,3.0,16.0,72.0
12701,2.0,3.0,17.0,90.0
12702,2.0,3.0,18.0,34.0
12703,2.0,3.0,19.0,74.0
12704,2.0,3.0,20.0,67.0
12705,2.0,3.0,21.0,8.0
12706,2.0,3.0,22.0,100.0
12707,2.0,3.0,23.0,90.0
12708,2.0,3.0,24.0,70.0
12709,2.0,3.0,25.0,1.0
12710,2.0,3.0,26.0,11.0
12711,2.0,3.0,27.0,44.0
12712,2.0,3.0,28.0,14.0
12713,2.0,3.0,29.0,68.0
12714,2.0,3.0,30.0,76.0
12715,2.0,3.0,31.0,87.0
12716,2.0,3.0,32.0,73.0
12717,2.0,3.0,33.0,6.0
12718,2.0,3.0,34.0,38.0
12719,2.0,3.0,35.0,77.0
12720,2.0,3.0,36.0,19.0
12721,2.0,3.0,37.0,37.0
12722,2.0,3.0,38.0,23.0
12723,2.0,3.0,39.0,35.0
12724,2.0,3.0,40.0,51.0
12725,2.0,3.0,41.0,17.0
12726,3.0,1.0,0.0,84.0
12727,3.0,1.0,1.0,26.0
12728,3.0,1.0,2.0,27.0
12729,3.0,1.0,3.0,20.0
12730,3.0,1.0,4.0,82.0
12731,3.0,1.0,5.0,89.0
12732,3.0,1.0,6.0,77.0
12733,3.0,1.0,7.0,85.0
12734,3.0,1.0,8.0,33.0
12735,3.0,1.0,9.0,82.0
12736,3.0,1.0,10.0,57.0
12737,3.0,1.0,11.0,17.0
12738,3.0,1.0,12.0,54.0
12739,3.0,1.0,13.0,9.0
12740,3.0,1.0,14.0,38.0
12741,3.0,1.0,15.0,24.0
12742,3.0,1.0,16.0,69.0
12743,3.0,1.0,17.0,45.0
12744,3.0,1.0,18.0,94.0
12745,3.0,1.0,19.0,63.0
12746,3.0,1.0,20.0,37.0
12747,3.0,1.0,21.0,24.0
12748,3.0,1.0,22.0,30.0
12749,3.0,1.0,23.0,47.0
12750,3.0,1.0,24.0,38.0
12751,3.0,1.0,25.0,58.0
12752,3.0,1.0,26.0,68.0
12753,3.0,1.0,27.0,22.0
12754,3.0,1.0,28.0,10.0
12755,3.0,1.0,29.0,54.0
12756,3.0,1.0,30.0,12.0
12757,3.0,1.0,31.0,32.0
12758,3.0,1.0,32.0,16.0
12759,3.0,1.0,33.0,15.0
12760,3.0,1.0,34.0,62.0
12761,3.0,1.0,35.0,37.0
12762,3.0,1.0,36.0,17.0
12763,3.0,1.0,37.0,20.0
12764,3.0,1.0,38.0,2.0
12765,3.0,1.0,39.0,1.0
12766,3.0,1.0,40.0,58.0
12767,3.0,1.0,41.0,73.0
12768,3.0,2.0,0.0,85.0
12769,3.0,2.0,1.0,26.0
12770,3.0,2.0,2.0,23.0
12771,3.0,2.0,3.0,80.0
12772,3.0,2.0,4.0,18.0
12773,3.0,2.0,5.0,30.0
12774,3.0,2.0,6.0,68.0
12775,3.0,2.0,7.0,9.0
12776,3.0,2.0,8.0,78.0
12777,3.0,2.0,9.0,74.0
12778,3.0,2.0,10.0,42.0
12779,3.0,2.0,11.0,19.0
12780,3.0,2.0,12.0,35.0
12781,3.0,2.0,13.0,81.0
12782,3.0,2.0,14.0,70.0
12783,3.0,2.0,15.0,59.0
12784,3.0,2.0,16.0,49.0
12785,3.0,2.0,17.0,28.0
12786,3.0,2.0,18.0,6.0
12787,3.0,2.0,19.0,86.0
12788,3.0,2.0,20.0,92.0
12789,3.0,2.0,21.0,1.0
12790,3.0,2.0,22.0,54.0
12791,3.0,2.0,23.0,57.0
12792,3.0,2.0,24.0,10.0
12793,3.0,2.0,25.0,69.0
12794,3.0,2.0,26.0,8.0
12795,3.0,2.0,27.0,33.0
12796,3.0,2.0,28.0,18.0
12797,3.0,2.0,29.0,33.0
12798,3.0,2.0,30.0,87.0
12799,3.0,2.0,31.0,13.0
12800,3.0,2.0,32.0,67.0
12801,3.0,2.0,33.0,14.0
12802,3.0,2.0,34.0,44.0
12803,3.0,2.0,35.0,20.0
12804,3.0,2.0,36.0,13.0
12805,3.0,2.0,37.0,81.0
12806,3.0,2.0,38.0,68.0
12807,3.0,2.0,39.0,70.0
12808,3.0,2.0,40.0,81.0
12809,3.0,2.0,41.0,97.0
12810,3.0,3.0,0.0,17.0
12811,3.0,3.0,1.0,51.0
12812,3.0,3.0,2.0,37.0
12813,3.0,3.0,3.0,11.0
12814,3.0,3.0,4.0,8.0
12815,3.0,3.0,5.0,92.0
12816,3.0,3.0,6.0,1.0
12817,3.0,3.0,7.0,100.0
12818,3.0,3.0,8.0,51.0
12819,3.0,3.0,9.0,96.0
12820,3.0,3.0,10.0,37.0
12821,3.0,3.0,11.0,39.0
12822,3.0,3.0,12.0,53.0
12823,3.0,3.0,13.0,34.0
12824,3.0,3.0,14.0,26.0
12825,3.0,3.0,15.0,93.0
12826,3.0,3.0,16.0,8.0
12827,3.0,3.0,17.0,15.0
12828,3.0,3.0,18.0,24.0
12829,3.0,3.0,19.0,49.0
12830,3.0,3.0,20.0,98.0
12831,3.0,3.0,21.0,46.0
12832,3.0,3.0,22.0,80.0
12833,3.0,3.0,23.0,48.0
12834,3.0,3.0,24.0,57.0
12835,3.0,3.0,25.0,17.0
12836,3.0,3.0,26.0,71.0
12837,3.0,3.0,27.0,80.0
12838,3.0,3.0,28.0,71.0
12839,3.0,3.0,29.0,95.0
12840,3.0,3.0,30.0,79.0
12841,3.0,3.0,31.0,17.0
12842,3.0,3.0,32.0,87.0
12843,3.0,3.0,33.0,74.0
12844,3.0,3.0,34.0,13.0
12845,3.0,3.0,35.0,49.0
12846,3.0,3.0,36.0,41.0
12847,3.0,3.0,37.0,25.0
12848,3.0,3.0,38.0,10.0
12849,3.0,3.0,39.0,9.0
12850,3.0,3.0,40.0,39.0
12851,3.0,3.0,41.0,93.0
12852,4.0,1.0,0.0,60.0
12853,4.0,1.0,1.0,30.0
12854,4.0,1.0,2.0,51.0
12855,4.0,1.0,3.0,93.0
12856,4.0,1.0,4.0,64.0
12857,4.0,1.0,5.0,68.0
12858,4.0,1.0,6.0,57.0
12859,4.0,1.0,7.0,86.0
12860,4.0,1.0,8.0,53.0
12861,4.0,1.0,9.0,28.0
12862,4.0,1.0,10.0,45.0
12863,4.0,1.0,11.0,79.0
12864,4.0,1.0,12.0,29.0
12865,4.0,1.0,13.0,32.0
12866,4.0,1.0,14.0,40.0
12867,4.0,1.0,15.0,80.0
12868,4.0,1.0,16.0,31.0
12869,4.0,1.0,17.0,98.0
12870,4.0,1.0,18.0,100.0
12871,4.0,1.0,19.0,8.0
12872,4.0,1.0,20.0,16.0
12873,4.0,1.0,21.0,31.0
12874,4.0,1.0,22.0,22.0
12875,4.0,1.0,23.0,66.0
12876,4.0,1.0,24.0,35.0
12877,4.0,1.0,25.0,34.0
12878,4.0,1.0,26.0,59.0
