,week,shift,consumption_id,consumption
3221,16.0,1.0,26.0,83.0
3222,16.0,1.0,27.0,95.0
3223,16.0,1.0,28.0,88.0
3224,16.0,1.0,29.0,72.0
3225,16.0,1.0,30.0,83.0
3226,16.0,1.0,31.0,43.0
3227,16.0,1.0,32.0,96.0
3228,16.0,1.0,33.0,15.0
3229,16.0,1.0,34.0,64.0
3230,16.0,1.0,35.0,73.0
3231,16.0,1.0,36.0,17.0
3232,16.0,1.0,37.0,11.0
3233,16.0,1.0,38.0,6.0
3234,16.0,1.0,39.0,40.0
3235,16.0,1.0,40.0,98.0
3236,16.0,1.0,41.0,72.0
3237,16.0,1.0,42.0,71.0
3238,16.0,1.0,43.0,70.0
3239,16.0,1.0,44.0,99.0
3240,16.0,1.0,45.0,36.0
3241,16.0,1.0,46.0,83.0
3242,16.0,1.0,47.0,99.0
3243,16.0,1.0,48.0,4.0
3244,16.0,1.0,49.0,46.0
3245,16.0,1.0,50.0,45.0
3246,16.0,1.0,51.0,99.0
3247,16.0,1.0,52.0,38.0
3248,16.0,1.0,53.0,67.0
3249,16.0,1.0,54.0,65.0
3250,16.0,1.0,55.0,36.0
3251,16.0,1.0,56.0,2.0
3252,16.0,1.0,57.0,98.0
3253,16.0,1.0,58.0,83.0
3254,16.0,1.0,59.0,62.0
3255,16.0,1.0,60.0,15.0
3256,16.0,1.0,61.0,31.0
3257,16.0,1.0,62.0,69.0
3258,16.0,1.0,63.0,57.0
3259,16.0,1.0,64.0,96.0
3260,16.0,1.0,65.0,73.0
3261,16.0,1.0,66.0,23.0
3262,16.0,1.0,67.0,0.0
3263,16.0,1.0,68.0,95.0
3264,16.0,1.0,69.0,51.0
3265,16.0,1.0,70.0,90.0
3266,16.0,2.0,0.0,87.0
3267,16.0,2.0,1.0,73.0
3268,16.0,2.0,2.0,70.0
3269,16.0,2.0,3.0,21.0
3270,16.0,2.0,4.0,15.0
3271,16.0,2.0,5.0,41.0
3272,16.0,2.0,6.0,0.0
3273,16.0,2.0,7.0,90.0
3274,16.0,2.0,8.0,71.0
3275,16.0,2.0,9.0,66.0
3276,16.0,2.0,10.0,53.0
3277,16.0,2.0,11.0,20.0
3278,16.0,2.0,12.0,89.0
3279,16.0,2.0,13.0,98.0
3280,16.0,2.0,14.0,1.0
3281,16.0,2.0,15.0,30.0
3282,16.0,2.0,16.0,55.0
3283,16.0,2.0,17.0,7.0
3284,16.0,2.0,18.0,32.0
3285,16.0,2.0,19.0,31.0
3286,16.0,2.0,20.0,76.0
3287,16.0,2.0,21.0,44.0
3288,16.0,2.0,22.0,18.0
3289,16.0,2.0,23.0,37.0
3290,16.0,2.0,24.0,9.0
3291,16.0,2.0,25.0,50.0
3292,16.0,2.0,26.0,10.0
3293,16.0,2.0,27.0,29.0
3294,16.0,2.0,28.0,36.0
3295,16.0,2.0,29.0,68.0
3296,16.0,2.0,30.0,82.0
3297,16.0,2.0,31.0,31.0
3298,16.0,2.0,32.0,45.0
3299,16.0,2.0,33.0,50.0
3300,16.0,2.0,34.0,82.0
3301,16.0,2.0,35.0,29.0
3302,16.0,2.0,36.0,1.0
3303,16.0,2.0,37.0,25.0
3304,16.0,2.0,38.0,19.0
3305,16.0,2.0,39.0,33.0
3306,16.0,2.0,40.0,98.0
3307,16.0,2.0,41.0,38.0
3308,16.0,2.0,42.0,0.0
3309,16.0,2.0,43.0,81.0
3310,16.0,2.0,44.0,100.0
3311,16.0,2.0,45.0,49.0
3312,16.0,2.0,46.0,52.0
3313,16.0,2.0,47.0,15.0
3314,16.0,2.0,48.0,55.0
3315,16.0,2.0,49.0,82.0
3316,16.0,2.0,50.0,0.0
3317,16.0,2.0,51.0,82.0
3318,16.0,2.0,52.0,59.0
3319,16.0,2.0,53.0,91.0
3320,16.0,2.0,54.0,22.0
3321,16.0,2.0,55.0,13.0
3322,16.0,2.0,56.0,0.0
3323,16.0,2.0,57.0,70.0
3324,16.0,2.0,58.0,28.0
3325,16.0,2.0,59.0,58.0
3326,16.0,2.0,60.0,47.0
3327,16.0,2.0,61.0,1.0
3328,16.0,2.0,62.0,62.0
3329,16.0,2.0,63.0,49.0
3330,16.0,2.0,64.0,57.0
3331,16.0,2.0,65.0,98.0
3332,16.0,2.0,66.0,76.0
3333,16.0,2.0,67.0,94.0
3334,16.0,2.0,68.0,6.0
3335,16.0,2.0,69.0,92.0
3336,16.0,2.0,70.0,70.0
3337,16.0,3.0,0.0,72.0
3338,16.0,3.0,1.0,34.0
3339,16.0,3.0,2.0,77.0
3340,16.0,3.0,3.0,0.0
3341,16.0,3.0,4.0,64.0
3342,16.0,3.0,5.0,67.0
3343,16.0,3.0,6.0,69.0
3344,16.0,3.0,7.0,18.0
3345,16.0,3.0,8.0,19.0
3346,16.0,3.0,9.0,37.0
3347,16.0,3.0,10.0,87.0
3348,16.0,3.0,11.0,92.0
3349,16.0,3.0,12.0,100.0
3350,16.0,3.0,13.0,62.0
3351,16.0,3.0,14.0,92.0
3352,16.0,3.0,15.0,71.0
3353,16.0,3.0,16.0,94.0
3354,16.0,3.0,17.0,90.0
3355,16.0,3.0,18.0,43.0
3356,16.0,3.0,19.0,16.0
3357,16.0,3.0,20.0,36.0
3358,16.0,3.0,21.0,87.0
3359,16.0,3.0,22.0,22.0
3360,16.0,3.0,23.0,32.0
3361,16.0,3.0,24.0,77.0
3362,16.0,3.0,25.0,4.0
3363,16.0,3.0,26.0,86.0
3364,16.0,3.0,27.0,82.0
3365,16.0,3.0,28.0,19.0
3366,16.0,3.0,29.0,42.0
3367,16.0,3.0,30.0,56.0
3368,16.0,3.0,31.0,63.0
3369,16.0,3.0,32.0,2.0
3370,16.0,3.0,33.0,4.0
3371,16.0,3.0,34.0,93.0
3372,16.0,3.0,35.0,62.0
3373,16.0,3.0,36.0,56.0
3374,16.0,3.0,37.0,61.0
3375,16.0,3.0,38.0,5.0
3376,16.0,3.0,39.0,34.0
3377,16.0,3.0,40.0,17.0
3378,16.0,3.0,41.0,45.0
3379,16.0,3.0,42.0,1.0
3380,16.0,3.0,43.0,45.0
3381,16.0,3.0,44.0,51.0
3382,16.0,3.0,45.0,32.0
3383,16.0,3.0,46.0,94.0
3384,16.0,3.0,47.0,62.0
3385,16.0,3.0,48.0,75.0
3386,16.0,3.0,49.0,42.0
3387,16.0,3.0,50.0,75.0
3388,16.0,3.0,51.0,46.0
3389,16.0,3.0,52.0,92.0
3390,16.0,3.0,53.0,38.0
3391,16.0,3.0,54.0,47.0
3392,16.0,3.0,55.0,31.0
3393,16.0,3.0,56.0,47.0
3394,16.0,3.0,57.0,72.0
3395,16.0,3.0,58.0,65.0
3396,16.0,3.0,59.0,86.0
3397,16.0,3.0,60.0,74.0
3398,16.0,3.0,61.0,65.0
3399,16.0,3.0,62.0,53.0
3400,16.0,3.0,63.0,28.0
3401,16.0,3.0,64.0,32.0
3402,16.0,3.0,65.0,26.0
3403,16.0,3.0,66.0,17.0
3404,16.0,3.0,67.0,20.0
3405,16.0,3.0,68.0,23.0
3406,16.0,3.0,69.0,5.0
3407,16.0,3.0,70.0,40.0
3408,17.0,1.0,0.0,23.0
3409,17.0,1.0,1.0,77.0
3410,17.0,1.0,2.0,94.0
3411,17.0,1.0,3.0,6.0
3412,17.0,1.0,4.0,14.0
3413,17.0,1.0,5.0,35.0
3414,17.0,1.0,6.0,41.0
3415,17.0,1.0,7.0,78.0
3416,17.0,1.0,8.0,3.0
3417,17.0,1.0,9.0,70.0
3418,17.0,1.0,10.0,63.0
3419,17.0,1.0,11.0,90.0
3420,17.0,1.0,12.0,63.0
3421,17.0,1.0,13.0,63.0
3422,17.0,1.0,14.0,2.0
3423,17.0,1.0,15.0,53.0
3424,17.0,1.0,16.0,16.0
3425,17.0,1.0,17.0,81.0
3426,17.0,1.0,18.0,66.0
3427,17.0,1.0,19.0,59.0
3428,17.0,1.0,20.0,58.0
3429,17.0,1.0,21.0,1.0
3430,17.0,1.0,22.0,99.0
3431,17.0,1.0,23.0,41.0
3432,17.0,1.0,24.0,98.0
3433,17.0,1.0,25.0,82.0
3434,17.0,1.0,26.0,39.0
3435,17.0,1.0,27.0,60.0
3436,17.0,1.0,28.0,19.0
3437,17.0,1.0,29.0,32.0
3438,17.0,1.0,30.0,84.0
3439,17.0,1.0,31.0,39.0
3440,17.0,1.0,32.0,85.0
3441,17.0,1.0,33.0,59.0
3442,17.0,1.0,34.0,60.0
3443,17.0,1.0,35.0,43.0
3444,17.0,1.0,36.0,22.0
3445,17.0,1.0,37.0,36.0
3446,17.0,1.0,38.0,47.0
3447,17.0,1.0,39.0,5.0
3448,17.0,1.0,40.0,25.0
3449,17.0,1.0,41.0,63.0
3450,17.0,1.0,42.0,69.0
3451,17.0,1.0,43.0,35.0
3452,17.0,1.0,44.0,47.0
3453,17.0,1.0,45.0,73.0
3454,17.0,1.0,46.0,71.0
3455,17.0,1.0,47.0,52.0
3456,17.0,1.0,48.0,50.0
3457,17.0,1.0,49.0,54.0
3458,17.0,1.0,50.0,94.0
3459,17.0,1.0,51.0,37.0
3460,17.0,1.0,52.0,90.0
3461,17.0,1.0,53.0,92.0
3462,17.0,1.0,54.0,20.0
3463,17.0,1.0,55.0,74.0
3464,17.0,1.0,56.0,32.0
3465,17.0,1.0,57.0,16.0
3466,17.0,1.0,58.0,43.0
3467,17.0,1.0,59.0,68.0
3468,17.0,1.0,60.0,14.0
3469,17.0,1.0,61.0,85.0
3470,17.0,1.0,62.0,9.0
3471,17.0,1.0,63.0,47.0
3472,17.0,1.0,64.0,72.0
3473,17.0,1.0,65.0,93.0
3474,17.0,1.0,66.0,2.0
3475,17.0,1.0,67.0,32.0
3476,17.0,1.0,68.0,58.0
3477,17.0,1.0,69.0,82.0
3478,17.0,1.0,70.0,69.0
3479,17.0,2.0,0.0,88.0
3480,17.0,2.0,1.0,85.0
3481,17.0,2.0,2.0,97.0
3482,17.0,2.0,3.0,86.0
3483,17.0,2.0,4.0,56.0
3484,17.0,2.0,5.0,58.0
3485,17.0,2.0,6.0,40.0
3486,17.0,2.0,7.0,73.0
3487,17.0,2.0,8.0,44.0
3488,17.0,2.0,9.0,80.0
3489,17.0,2.0,10.0,47.0
3490,17.0,2.0,11.0,53.0
3491,17.0,2.0,12.0,72.0
3492,17.0,2.0,13.0,45.0
3493,17.0,2.0,14.0,14.0
3494,17.0,2.0,15.0,55.0
3495,17.0,2.0,16.0,55.0
3496,17.0,2.0,17.0,33.0
3497,17.0,2.0,18.0,100.0
3498,17.0,2.0,19.0,86.0
3499,17.0,2.0,20.0,17.0
3500,17.0,2.0,21.0,15.0
3501,17.0,2.0,22.0,10.0
3502,17.0,2.0,23.0,17.0
3503,17.0,2.0,24.0,61.0
3504,17.0,2.0,25.0,75.0
3505,17.0,2.0,26.0,28.0
3506,17.0,2.0,27.0,23.0
3507,17.0,2.0,28.0,51.0
3508,17.0,2.0,29.0,21.0
3509,17.0,2.0,30.0,35.0
3510,17.0,2.0,31.0,35.0
3511,17.0,2.0,32.0,44.0
3512,17.0,2.0,33.0,95.0
3513,17.0,2.0,34.0,88.0
3514,17.0,2.0,35.0,74.0
3515,17.0,2.0,36.0,95.0
3516,17.0,2.0,37.0,26.0
3517,17.0,2.0,38.0,99.0
3518,17.0,2.0,39.0,1.0
3519,17.0,2.0,40.0,16.0
3520,17.0,2.0,41.0,47.0
3521,17.0,2.0,42.0,69.0
3522,17.0,2.0,43.0,19.0
3523,17.0,2.0,44.0,56.0
3524,17.0,2.0,45.0,42.0
3525,17.0,2.0,46.0,26.0
3526,17.0,2.0,47.0,42.0
3527,17.0,2.0,48.0,69.0
3528,17.0,2.0,49.0,30.0
3529,17.0,2.0,50.0,60.0
3530,17.0,2.0,51.0,93.0
3531,17.0,2.0,52.0,36.0
3532,17.0,2.0,53.0,61.0
3533,17.0,2.0,54.0,36.0
3534,17.0,2.0,55.0,47.0
3535,17.0,2.0,56.0,82.0
3536,17.0,2.0,57.0,0.0
3537,17.0,2.0,58.0,44.0
3538,17.0,2.0,59.0,34.0
3539,17.0,2.0,60.0,100.0
3540,17.0,2.0,61.0,75.0
3541,17.0,2.0,62.0,79.0
3542,17.0,2.0,63.0,63.0
3543,17.0,2.0,64.0,89.0
3544,17.0,2.0,65.0,46.0
3545,17.0,2.0,66.0,91.0
3546,17.0,2.0,67.0,3.0
3547,17.0,2.0,68.0,57.0
3548,17.0,2.0,69.0,69.0
3549,17.0,2.0,70.0,95.0
3550,17.0,3.0,0.0,30.0
3551,17.0,3.0,1.0,82.0
3552,17.0,3.0,2.0,42.0
3553,17.0,3.0,3.0,78.0
3554,17.0,3.0,4.0,2.0
3555,17.0,3.0,5.0,50.0
3556,17.0,3.0,6.0,82.0
3557,17.0,3.0,7.0,24.0
3558,17.0,3.0,8.0,7.0
3559,17.0,3.0,9.0,14.0
3560,17.0,3.0,10.0,53.0
3561,17.0,3.0,11.0,42.0
3562,17.0,3.0,12.0,43.0
3563,17.0,3.0,13.0,15.0
3564,17.0,3.0,14.0,63.0
3565,17.0,3.0,15.0,76.0
3566,17.0,3.0,16.0,31.0
3567,17.0,3.0,17.0,35.0
3568,17.0,3.0,18.0,20.0
3569,17.0,3.0,19.0,20.0
3570,17.0,3.0,20.0,68.0
3571,17.0,3.0,21.0,39.0
3572,17.0,3.0,22.0,21.0
3573,17.0,3.0,23.0,0.0
3574,17.0,3.0,24.0,4.0
3575,17.0,3.0,25.0,2.0
3576,17.0,3.0,26.0,81.0
3577,17.0,3.0,27.0,37.0
3578,17.0,3.0,28.0,75.0
3579,17.0,3.0,29.0,47.0
3580,17.0,3.0,30.0,57.0
3581,17.0,3.0,31.0,8.0
3582,17.0,3.0,32.0,38.0
3583,17.0,3.0,33.0,6.0
3584,17.0,3.0,34.0,69.0
3585,17.0,3.0,35.0,0.0
3586,17.0,3.0,36.0,25.0
3587,17.0,3.0,37.0,83.0
3588,17.0,3.0,38.0,13.0
3589,17.0,3.0,39.0,93.0
3590,17.0,3.0,40.0,88.0
3591,17.0,3.0,41.0,27.0
3592,17.0,3.0,42.0,62.0
3593,17.0,3.0,43.0,27.0
3594,17.0,3.0,44.0,86.0
3595,17.0,3.0,45.0,54.0
3596,17.0,3.0,46.0,95.0
3597,17.0,3.0,47.0,99.0
3598,17.0,3.0,48.0,27.0
3599,17.0,3.0,49.0,6.0
3600,17.0,3.0,50.0,64.0
3601,17.0,3.0,51.0,81.0
3602,17.0,3.0,52.0,96.0
3603,17.0,3.0,53.0,85.0
3604,17.0,3.0,54.0,25.0
3605,17.0,3.0,55.0,63.0
3606,17.0,3.0,56.0,76.0
3607,17.0,3.0,57.0,42.0
3608,17.0,3.0,58.0,62.0
3609,17.0,3.0,59.0,27.0
3610,17.0,3.0,60.0,58.0
3611,17.0,3.0,61.0,85.0
3612,17.0,3.0,62.0,59.0
3613,17.0,3.0,63.0,7.0
3614,17.0,3.0,64.0,26.0
3615,17.0,3.0,65.0,1.0
3616,17.0,3.0,66.0,51.0
3617,17.0,3.0,67.0,93.0
3618,17.0,3.0,68.0,77.0
3619,17.0,3.0,69.0,58.0
3620,17.0,3.0,70.0,66.0
3621,18.0,1.0,0.0,100.0
3622,18.0,1.0,1.0,32.0
3623,18.0,1.0,2.0,69.0
3624,18.0,1.0,3.0,96.0
3625,18.0,1.0,4.0,4.0
3626,18.0,1.0,5.0,96.0
3627,18.0,1.0,6.0,25.0
3628,18.0,1.0,7.0,85.0
3629,18.0,1.0,8.0,43.0
3630,18.0,1.0,9.0,24.0
3631,18.0,1.0,10.0,78.0
3632,18.0,1.0,11.0,28.0
3633,18.0,1.0,12.0,21.0
3634,18.0,1.0,13.0,85.0
3635,18.0,1.0,14.0,19.0
3636,18.0,1.0,15.0,54.0
3637,18.0,1.0,16.0,83.0
3638,18.0,1.0,17.0,1.0
3639,18.0,1.0,18.0,50.0
3640,18.0,1.0,19.0,14.0
3641,18.0,1.0,20.0,37.0
3642,18.0,1.0,21.0,15.0
3643,18.0,1.0,22.0,7.0
3644,18.0,1.0,23.0,57.0
3645,18.0,1.0,24.0,18.0
3646,18.0,1.0,25.0,48.0
3647,18.0,1.0,26.0,6.0
3648,18.0,1.0,27.0,62.0
3649,18.0,1.0,28.0,4.0
3650,18.0,1.0,29.0,68.0
3651,18.0,1.0,30.0,56.0
3652,18.0,1.0,31.0,87.0
3653,18.0,1.0,32.0,65.0
3654,18.0,1.0,33.0,89.0
3655,18.0,1.0,34.0,46.0
3656,18.0,1.0,35.0,98.0
3657,18.0,1.0,36.0,36.0
3658,18.0,1.0,37.0,19.0
3659,18.0,1.0,38.0,5.0
3660,18.0,1.0,39.0,23.0
3661,18.0,1.0,40.0,94.0
3662,18.0,1.0,41.0,38.0
3663,18.0,1.0,42.0,25.0
3664,18.0,1.0,43.0,25.0
3665,18.0,1.0,44.0,37.0
3666,18.0,1.0,45.0,96.0
3667,18.0,1.0,46.0,9.0
3668,18.0,1.0,47.0,52.0
3669,18.0,1.0,48.0,52.0
3670,18.0,1.0,49.0,93.0
3671,18.0,1.0,50.0,75.0
3672,18.0,1.0,51.0,61.0
3673,18.0,1.0,52.0,46.0
3674,18.0,1.0,53.0,4.0
3675,18.0,1.0,54.0,21.0
3676,18.0,1.0,55.0,10.0
3677,18.0,1.0,56.0,72.0
3678,18.0,1.0,57.0,6.0
3679,18.0,1.0,58.0,56.0
3680,18.0,1.0,59.0,20.0
3681,18.0,1.0,60.0,58.0
3682,18.0,1.0,61.0,31.0
3683,18.0,1.0,62.0,98.0
3684,18.0,1.0,63.0,74.0
3685,18.0,1.0,64.0,8.0
3686,18.0,1.0,65.0,35.0
3687,18.0,1.0,66.0,79.0
3688,18.0,1.0,67.0,59.0
3689,18.0,1.0,68.0,58.0
3690,18.0,1.0,69.0,5.0
3691,18.0,1.0,70.0,94.0
3692,18.0,2.0,0.0,32.0
3693,18.0,2.0,1.0,13.0
3694,18.0,2.0,2.0,15.0
3695,18.0,2.0,3.0,89.0
3696,18.0,2.0,4.0,15.0
3697,18.0,2.0,5.0,74.0
3698,18.0,2.0,6.0,94.0
3699,18.0,2.0,7.0,82.0
3700,18.0,2.0,8.0,84.0
3701,18.0,2.0,9.0,87.0
3702,18.0,2.0,10.0,89.0
3703,18.0,2.0,11.0,85.0
3704,18.0,2.0,12.0,71.0
3705,18.0,2.0,13.0,93.0
3706,18.0,2.0,14.0,70.0
3707,18.0,2.0,15.0,78.0
3708,18.0,2.0,16.0,34.0
3709,18.0,2.0,17.0,52.0
3710,18.0,2.0,18.0,99.0
3711,18.0,2.0,19.0,83.0
3712,18.0,2.0,20.0,63.0
3713,18.0,2.0,21.0,97.0
3714,18.0,2.0,22.0,84.0
3715,18.0,2.0,23.0,96.0
3716,18.0,2.0,24.0,15.0
3717,18.0,2.0,25.0,56.0
3718,18.0,2.0,26.0,39.0
3719,18.0,2.0,27.0,63.0
3720,18.0,2.0,28.0,77.0
3721,18.0,2.0,29.0,17.0
3722,18.0,2.0,30.0,77.0
3723,18.0,2.0,31.0,100.0
3724,18.0,2.0,32.0,90.0
3725,18.0,2.0,33.0,15.0
3726,18.0,2.0,34.0,57.0
3727,18.0,2.0,35.0,85.0
3728,18.0,2.0,36.0,38.0
3729,18.0,2.0,37.0,44.0
3730,18.0,2.0,38.0,67.0
3731,18.0,2.0,39.0,92.0
3732,18.0,2.0,40.0,20.0
3733,18.0,2.0,41.0,72.0
3734,18.0,2.0,42.0,74.0
3735,18.0,2.0,43.0,62.0
3736,18.0,2.0,44.0,26.0
3737,18.0,2.0,45.0,32.0
3738,18.0,2.0,46.0,35.0
3739,18.0,2.0,47.0,69.0
3740,18.0,2.0,48.0,43.0
3741,18.0,2.0,49.0,71.0
3742,18.0,2.0,50.0,31.0
3743,18.0,2.0,51.0,26.0
3744,18.0,2.0,52.0,56.0
3745,18.0,2.0,53.0,23.0
3746,18.0,2.0,54.0,46.0
3747,18.0,2.0,55.0,20.0
3748,18.0,2.0,56.0,57.0
3749,18.0,2.0,57.0,49.0
3750,18.0,2.0,58.0,2.0
3751,18.0,2.0,59.0,51.0
3752,18.0,2.0,60.0,28.0
3753,18.0,2.0,61.0,28.0
3754,18.0,2.0,62.0,68.0
3755,18.0,2.0,63.0,53.0
3756,18.0,2.0,64.0,14.0
3757,18.0,2.0,65.0,58.0
3758,18.0,2.0,66.0,21.0
3759,18.0,2.0,67.0,75.0
3760,18.0,2.0,68.0,11.0
3761,18.0,2.0,69.0,37.0
3762,18.0,2.0,70.0,70.0
3763,18.0,3.0,0.0,4.0
3764,18.0,3.0,1.0,50.0
3765,18.0,3.0,2.0,45.0
3766,18.0,3.0,3.0,99.0
3767,18.0,3.0,4.0,22.0
3768,18.0,3.0,5.0,97.0
3769,18.0,3.0,6.0,3.0
3770,18.0,3.0,7.0,63.0
3771,18.0,3.0,8.0,82.0
3772,18.0,3.0,9.0,67.0
3773,18.0,3.0,10.0,64.0
3774,18.0,3.0,11.0,59.0
3775,18.0,3.0,12.0,89.0
3776,18.0,3.0,13.0,30.0
3777,18.0,3.0,14.0,9.0
3778,18.0,3.0,15.0,43.0
3779,18.0,3.0,16.0,32.0
3780,18.0,3.0,17.0,36.0
3781,18.0,3.0,18.0,57.0
3782,18.0,3.0,19.0,18.0
3783,18.0,3.0,20.0,81.0
3784,18.0,3.0,21.0,35.0
3785,18.0,3.0,22.0,28.0
3786,18.0,3.0,23.0,71.0
3787,18.0,3.0,24.0,41.0
3788,18.0,3.0,25.0,77.0
3789,18.0,3.0,26.0,25.0
3790,18.0,3.0,27.0,84.0
3791,18.0,3.0,28.0,71.0
3792,18.0,3.0,29.0,81.0
3793,18.0,3.0,30.0,48.0
3794,18.0,3.0,31.0,8.0
3795,18.0,3.0,32.0,55.0
3796,18.0,3.0,33.0,81.0
3797,18.0,3.0,34.0,30.0
3798,18.0,3.0,35.0,27.0
3799,18.0,3.0,36.0,62.0
3800,18.0,3.0,37.0,26.0
3801,18.0,3.0,38.0,29.0
3802,18.0,3.0,39.0,38.0
3803,18.0,3.0,40.0,89.0
3804,18.0,3.0,41.0,7.0
3805,18.0,3.0,42.0,9.0
3806,18.0,3.0,43.0,9.0
3807,18.0,3.0,44.0,62.0
3808,18.0,3.0,45.0,85.0
3809,18.0,3.0,46.0,64.0
3810,18.0,3.0,47.0,65.0
3811,18.0,3.0,48.0,73.0
3812,18.0,3.0,49.0,82.0
3813,18.0,3.0,50.0,98.0
3814,18.0,3.0,51.0,79.0
3815,18.0,3.0,52.0,21.0
3816,18.0,3.0,53.0,9.0
3817,18.0,3.0,54.0,56.0
3818,18.0,3.0,55.0,47.0
3819,18.0,3.0,56.0,7.0
3820,18.0,3.0,57.0,88.0
3821,18.0,3.0,58.0,19.0
3822,18.0,3.0,59.0,42.0
3823,18.0,3.0,60.0,100.0
3824,18.0,3.0,61.0,18.0
3825,18.0,3.0,62.0,48.0
3826,18.0,3.0,63.0,26.0
3827,18.0,3.0,64.0,86.0
3828,18.0,3.0,65.0,26.0
3829,18.0,3.0,66.0,68.0
3830,18.0,3.0,67.0,100.0
3831,18.0,3.0,68.0,70.0
3832,18.0,3.0,69.0,68.0
3833,18.0,3.0,70.0,65.0
3834,19.0,1.0,0.0,58.0
3835,19.0,1.0,1.0,34.0
3836,19.0,1.0,2.0,15.0
3837,19.0,1.0,3.0,32.0
3838,19.0,1.0,4.0,99.0
3839,19.0,1.0,5.0,84.0
3840,19.0,1.0,6.0,46.0
3841,19.0,1.0,7.0,38.0
3842,19.0,1.0,8.0,78.0
3843,19.0,1.0,9.0,53.0
3844,19.0,1.0,10.0,76.0
3845,19.0,1.0,11.0,72.0
3846,19.0,1.0,12.0,23.0
3847,19.0,1.0,13.0,93.0
3848,19.0,1.0,14.0,10.0
3849,19.0,1.0,15.0,64.0
3850,19.0,1.0,16.0,20.0
3851,19.0,1.0,17.0,91.0
3852,19.0,1.0,18.0,66.0
3853,19.0,1.0,19.0,78.0
3854,19.0,1.0,20.0,26.0
3855,19.0,1.0,21.0,43.0
3856,19.0,1.0,22.0,57.0
3857,19.0,1.0,23.0,33.0
3858,19.0,1.0,24.0,16.0
3859,19.0,1.0,25.0,6.0
3860,19.0,1.0,26.0,54.0
3861,19.0,1.0,27.0,24.0
3862,19.0,1.0,28.0,36.0
3863,19.0,1.0,29.0,18.0
3864,19.0,1.0,30.0,48.0
3865,19.0,1.0,31.0,100.0
3866,19.0,1.0,32.0,66.0
3867,19.0,1.0,33.0,16.0
3868,19.0,1.0,34.0,31.0
3869,19.0,1.0,35.0,41.0
3870,19.0,1.0,36.0,37.0
3871,19.0,1.0,37.0,81.0
3872,19.0,1.0,38.0,90.0
3873,19.0,1.0,39.0,69.0
3874,19.0,1.0,40.0,61.0
3875,19.0,1.0,41.0,10.0
3876,19.0,1.0,42.0,69.0
3877,19.0,1.0,43.0,89.0
3878,19.0,1.0,44.0,10.0
3879,19.0,1.0,45.0,26.0
3880,19.0,1.0,46.0,9.0
3881,19.0,1.0,47.0,49.0
3882,19.0,1.0,48.0,48.0
3883,19.0,1.0,49.0,14.0
3884,19.0,1.0,50.0,58.0
3885,19.0,1.0,51.0,74.0
3886,19.0,1.0,52.0,68.0
3887,19.0,1.0,53.0,13.0
3888,19.0,1.0,54.0,24.0
3889,19.0,1.0,55.0,16.0
3890,19.0,1.0,56.0,11.0
3891,19.0,1.0,57.0,98.0
3892,19.0,1.0,58.0,12.0
3893,19.0,1.0,59.0,33.0
3894,19.0,1.0,60.0,65.0
3895,19.0,1.0,61.0,57.0
3896,19.0,1.0,62.0,83.0
3897,19.0,1.0,63.0,80.0
3898,19.0,1.0,64.0,39.0
3899,19.0,1.0,65.0,96.0
3900,19.0,1.0,66.0,49.0
3901,19.0,1.0,67.0,7.0
3902,19.0,1.0,68.0,54.0
3903,19.0,1.0,69.0,10.0
3904,19.0,1.0,70.0,8.0
3905,19.0,2.0,0.0,37.0
3906,19.0,2.0,1.0,13.0
3907,19.0,2.0,2.0,64.0
3908,19.0,2.0,3.0,67.0
3909,19.0,2.0,4.0,41.0
3910,19.0,2.0,5.0,18.0
3911,19.0,2.0,6.0,4.0
3912,19.0,2.0,7.0,90.0
3913,19.0,2.0,8.0,17.0
3914,19.0,2.0,9.0,79.0
3915,19.0,2.0,10.0,63.0
3916,19.0,2.0,11.0,9.0
3917,19.0,2.0,12.0,44.0
3918,19.0,2.0,13.0,65.0
3919,19.0,2.0,14.0,65.0
3920,19.0,2.0,15.0,3.0
3921,19.0,2.0,16.0,48.0
3922,19.0,2.0,17.0,56.0
3923,19.0,2.0,18.0,36.0
3924,19.0,2.0,19.0,76.0
3925,19.0,2.0,20.0,68.0
3926,19.0,2.0,21.0,42.0
3927,19.0,2.0,22.0,35.0
3928,19.0,2.0,23.0,14.0
3929,19.0,2.0,24.0,99.0
3930,19.0,2.0,25.0,74.0
3931,19.0,2.0,26.0,90.0
3932,19.0,2.0,27.0,12.0
3933,19.0,2.0,28.0,20.0
3934,19.0,2.0,29.0,98.0
3935,19.0,2.0,30.0,64.0
3936,19.0,2.0,31.0,38.0
3937,19.0,2.0,32.0,62.0
3938,19.0,2.0,33.0,58.0
3939,19.0,2.0,34.0,70.0
3940,19.0,2.0,35.0,85.0
3941,19.0,2.0,36.0,91.0
3942,19.0,2.0,37.0,75.0
3943,19.0,2.0,38.0,59.0
3944,19.0,2.0,39.0,46.0
3945,19.0,2.0,40.0,20.0
3946,19.0,2.0,41.0,46.0
3947,19.0,2.0,42.0,8.0
3948,19.0,2.0,43.0,90.0
3949,19.0,2.0,44.0,52.0
3950,19.0,2.0,45.0,25.0
3951,19.0,2.0,46.0,0.0
3952,19.0,2.0,47.0,92.0
3953,19.0,2.0,48.0,33.0
3954,19.0,2.0,49.0,25.0
3955,19.0,2.0,50.0,77.0
3956,19.0,2.0,51.0,28.0
