,week,shift,warning_id,occur
2090,19.0,3.0,18.0,1.0
2091,19.0,3.0,19.0,0.0
2092,19.0,3.0,20.0,0.0
2093,19.0,3.0,21.0,0.0
2094,19.0,3.0,22.0,0.0
2095,19.0,3.0,23.0,0.0
2096,19.0,3.0,24.0,0.0
2097,19.0,3.0,25.0,1.0
2098,19.0,3.0,26.0,1.0
2099,19.0,3.0,27.0,1.0
2100,19.0,3.0,28.0,0.0
2101,19.0,3.0,29.0,1.0
2102,19.0,3.0,30.0,0.0
2103,19.0,3.0,31.0,0.0
2104,19.0,3.0,32.0,0.0
2105,19.0,3.0,33.0,0.0
2106,19.0,3.0,34.0,0.0
2107,19.0,3.0,35.0,0.0
2108,19.0,3.0,36.0,1.0
2109,20.0,1.0,0.0,0.0
2110,20.0,1.0,1.0,1.0
2111,20.0,1.0,2.0,1.0
2112,20.0,1.0,3.0,1.0
2113,20.0,1.0,4.0,1.0
2114,20.0,1.0,5.0,0.0
2115,20.0,1.0,6.0,0.0
2116,20.0,1.0,7.0,1.0
2117,20.0,1.0,8.0,1.0
2118,20.0,1.0,9.0,1.0
2119,20.0,1.0,10.0,1.0
2120,20.0,1.0,11.0,1.0
2121,20.0,1.0,12.0,1.0
2122,20.0,1.0,13.0,1.0
2123,20.0,1.0,14.0,1.0
2124,20.0,1.0,15.0,0.0
2125,20.0,1.0,16.0,1.0
2126,20.0,1.0,17.0,1.0
2127,20.0,1.0,18.0,0.0
2128,20.0,1.0,19.0,1.0
2129,20.0,1.0,20.0,1.0
2130,20.0,1.0,21.0,0.0
2131,20.0,1.0,22.0,0.0
2132,20.0,1.0,23.0,1.0
2133,20.0,1.0,24.0,1.0
2134,20.0,1.0,25.0,0.0
2135,20.0,1.0,26.0,0.0
2136,20.0,1.0,27.0,1.0
2137,20.0,1.0,28.0,0.0
2138,20.0,1.0,29.0,1.0
2139,20.0,1.0,30.0,0.0
2140,20.0,1.0,31.0,1.0
2141,20.0,1.0,32.0,0.0
2142,20.0,1.0,33.0,0.0
2143,20.0,1.0,34.0,1.0
2144,20.0,1.0,35.0,0.0
2145,20.0,1.0,36.0,1.0
2146,20.0,2.0,0.0,1.0
2147,20.0,2.0,1.0,0.0
2148,20.0,2.0,2.0,0.0
2149,20.0,2.0,3.0,0.0
2150,20.0,2.0,4.0,0.0
2151,20.0,2.0,5.0,1.0
2152,20.0,2.0,6.0,0.0
2153,20.0,2.0,7.0,1.0
2154,20.0,2.0,8.0,1.0
2155,20.0,2.0,9.0,0.0
2156,20.0,2.0,10.0,0.0
2157,20.0,2.0,11.0,1.0
2158,20.0,2.0,12.0,0.0
2159,20.0,2.0,13.0,1.0
2160,20.0,2.0,14.0,0.0
2161,20.0,2.0,15.0,0.0
2162,20.0,2.0,16.0,0.0
2163,20.0,2.0,17.0,0.0
2164,20.0,2.0,18.0,0.0
2165,20.0,2.0,19.0,0.0
2166,20.0,2.0,20.0,1.0
2167,20.0,2.0,21.0,1.0
2168,20.0,2.0,22.0,1.0
2169,20.0,2.0,23.0,0.0
2170,20.0,2.0,24.0,1.0
2171,20.0,2.0,25.0,0.0
2172,20.0,2.0,26.0,1.0
2173,20.0,2.0,27.0,1.0
2174,20.0,2.0,28.0,0.0
2175,20.0,2.0,29.0,0.0
2176,20.0,2.0,30.0,0.0
2177,20.0,2.0,31.0,0.0
2178,20.0,2.0,32.0,1.0
2179,20.0,2.0,33.0,0.0
2180,20.0,2.0,34.0,1.0
2181,20.0,2.0,35.0,1.0
2182,20.0,2.0,36.0,1.0
2183,20.0,3.0,0.0,1.0
2184,20.0,3.0,1.0,0.0
2185,20.0,3.0,2.0,1.0
2186,20.0,3.0,3.0,1.0
2187,20.0,3.0,4.0,1.0
2188,20.0,3.0,5.0,1.0
2189,20.0,3.0,6.0,0.0
2190,20.0,3.0,7.0,1.0
2191,20.0,3.0,8.0,1.0
2192,20.0,3.0,9.0,0.0
2193,20.0,3.0,10.0,0.0
2194,20.0,3.0,11.0,0.0
2195,20.0,3.0,12.0,1.0
2196,20.0,3.0,13.0,0.0
2197,20.0,3.0,14.0,0.0
2198,20.0,3.0,15.0,1.0
2199,20.0,3.0,16.0,0.0
2200,20.0,3.0,17.0,0.0
2201,20.0,3.0,18.0,0.0
2202,20.0,3.0,19.0,0.0
2203,20.0,3.0,20.0,0.0
2204,20.0,3.0,21.0,1.0
2205,20.0,3.0,22.0,0.0
2206,20.0,3.0,23.0,1.0
2207,20.0,3.0,24.0,0.0
2208,20.0,3.0,25.0,1.0
2209,20.0,3.0,26.0,1.0
2210,20.0,3.0,27.0,0.0
2211,20.0,3.0,28.0,0.0
2212,20.0,3.0,29.0,0.0
2213,20.0,3.0,30.0,1.0
2214,20.0,3.0,31.0,1.0
2215,20.0,3.0,32.0,0.0
2216,20.0,3.0,33.0,1.0
2217,20.0,3.0,34.0,1.0
2218,20.0,3.0,35.0,0.0
2219,20.0,3.0,36.0,1.0
2220,21.0,1.0,0.0,1.0
2221,21.0,1.0,1.0,1.0
2222,21.0,1.0,2.0,0.0
2223,21.0,1.0,3.0,0.0
2224,21.0,1.0,4.0,1.0
2225,21.0,1.0,5.0,0.0
2226,21.0,1.0,6.0,1.0
2227,21.0,1.0,7.0,1.0
2228,21.0,1.0,8.0,1.0
2229,21.0,1.0,9.0,1.0
2230,21.0,1.0,10.0,1.0
2231,21.0,1.0,11.0,1.0
2232,21.0,1.0,12.0,1.0
2233,21.0,1.0,13.0,1.0
2234,21.0,1.0,14.0,0.0
2235,21.0,1.0,15.0,0.0
2236,21.0,1.0,16.0,0.0
2237,21.0,1.0,17.0,0.0
2238,21.0,1.0,18.0,1.0
2239,21.0,1.0,19.0,0.0
2240,21.0,1.0,20.0,1.0
2241,21.0,1.0,21.0,1.0
2242,21.0,1.0,22.0,0.0
2243,21.0,1.0,23.0,1.0
2244,21.0,1.0,24.0,1.0
2245,21.0,1.0,25.0,1.0
2246,21.0,1.0,26.0,0.0
2247,21.0,1.0,27.0,1.0
2248,21.0,1.0,28.0,0.0
2249,21.0,1.0,29.0,0.0
2250,21.0,1.0,30.0,1.0
2251,21.0,1.0,31.0,0.0
2252,21.0,1.0,32.0,1.0
2253,21.0,1.0,33.0,0.0
2254,21.0,1.0,34.0,1.0
2255,21.0,1.0,35.0,1.0
2256,21.0,1.0,36.0,1.0
2257,21.0,2.0,0.0,1.0
2258,21.0,2.0,1.0,0.0
2259,21.0,2.0,2.0,0.0
2260,21.0,2.0,3.0,1.0
2261,21.0,2.0,4.0,1.0
2262,21.0,2.0,5.0,0.0
2263,21.0,2.0,6.0,0.0
2264,21.0,2.0,7.0,1.0
2265,21.0,2.0,8.0,1.0
2266,21.0,2.0,9.0,0.0
2267,21.0,2.0,10.0,0.0
2268,21.0,2.0,11.0,1.0
2269,21.0,2.0,12.0,0.0
2270,21.0,2.0,13.0,0.0
2271,21.0,2.0,14.0,0.0
2272,21.0,2.0,15.0,1.0
2273,21.0,2.0,16.0,1.0
2274,21.0,2.0,17.0,0.0
2275,21.0,2.0,18.0,1.0
2276,21.0,2.0,19.0,1.0
2277,21.0,2.0,20.0,0.0
2278,21.0,2.0,21.0,0.0
2279,21.0,2.0,22.0,1.0
2280,21.0,2.0,23.0,1.0
2281,21.0,2.0,24.0,1.0
2282,21.0,2.0,25.0,1.0
2283,21.0,2.0,26.0,1.0
2284,21.0,2.0,27.0,1.0
2285,21.0,2.0,28.0,1.0
2286,21.0,2.0,29.0,0.0
2287,21.0,2.0,30.0,0.0
2288,21.0,2.0,31.0,0.0
2289,21.0,2.0,32.0,0.0
2290,21.0,2.0,33.0,1.0
2291,21.0,2.0,34.0,0.0
2292,21.0,2.0,35.0,1.0
2293,21.0,2.0,36.0,0.0
2294,21.0,3.0,0.0,1.0
2295,21.0,3.0,1.0,0.0
2296,21.0,3.0,2.0,0.0
2297,21.0,3.0,3.0,0.0
2298,21.0,3.0,4.0,1.0
2299,21.0,3.0,5.0,0.0
2300,21.0,3.0,6.0,1.0
2301,21.0,3.0,7.0,0.0
2302,21.0,3.0,8.0,1.0
2303,21.0,3.0,9.0,0.0
2304,21.0,3.0,10.0,0.0
2305,21.0,3.0,11.0,0.0
2306,21.0,3.0,12.0,1.0
2307,21.0,3.0,13.0,0.0
2308,21.0,3.0,14.0,1.0
2309,21.0,3.0,15.0,1.0
2310,21.0,3.0,16.0,1.0
2311,21.0,3.0,17.0,0.0
2312,21.0,3.0,18.0,0.0
2313,21.0,3.0,19.0,1.0
2314,21.0,3.0,20.0,0.0
2315,21.0,3.0,21.0,0.0
2316,21.0,3.0,22.0,0.0
2317,21.0,3.0,23.0,1.0
2318,21.0,3.0,24.0,1.0
2319,21.0,3.0,25.0,1.0
2320,21.0,3.0,26.0,0.0
2321,21.0,3.0,27.0,1.0
2322,21.0,3.0,28.0,1.0
2323,21.0,3.0,29.0,0.0
2324,21.0,3.0,30.0,1.0
2325,21.0,3.0,31.0,1.0
2326,21.0,3.0,32.0,1.0
2327,21.0,3.0,33.0,0.0
2328,21.0,3.0,34.0,0.0
2329,21.0,3.0,35.0,0.0
2330,21.0,3.0,36.0,0.0
2331,22.0,1.0,0.0,1.0
2332,22.0,1.0,1.0,1.0
2333,22.0,1.0,2.0,1.0
2334,22.0,1.0,3.0,1.0
2335,22.0,1.0,4.0,1.0
2336,22.0,1.0,5.0,0.0
2337,22.0,1.0,6.0,0.0
2338,22.0,1.0,7.0,1.0
2339,22.0,1.0,8.0,1.0
2340,22.0,1.0,9.0,1.0
2341,22.0,1.0,10.0,1.0
2342,22.0,1.0,11.0,1.0
2343,22.0,1.0,12.0,1.0
2344,22.0,1.0,13.0,1.0
2345,22.0,1.0,14.0,1.0
2346,22.0,1.0,15.0,0.0
2347,22.0,1.0,16.0,1.0
2348,22.0,1.0,17.0,0.0
2349,22.0,1.0,18.0,0.0
2350,22.0,1.0,19.0,1.0
2351,22.0,1.0,20.0,0.0
2352,22.0,1.0,21.0,0.0
2353,22.0,1.0,22.0,0.0
2354,22.0,1.0,23.0,1.0
2355,22.0,1.0,24.0,1.0
2356,22.0,1.0,25.0,1.0
2357,22.0,1.0,26.0,0.0
2358,22.0,1.0,27.0,0.0
2359,22.0,1.0,28.0,0.0
2360,22.0,1.0,29.0,0.0
2361,22.0,1.0,30.0,0.0
2362,22.0,1.0,31.0,1.0
2363,22.0,1.0,32.0,0.0
2364,22.0,1.0,33.0,0.0
2365,22.0,1.0,34.0,0.0
2366,22.0,1.0,35.0,1.0
2367,22.0,1.0,36.0,1.0
2368,22.0,2.0,0.0,0.0
2369,22.0,2.0,1.0,1.0
2370,22.0,2.0,2.0,1.0
2371,22.0,2.0,3.0,0.0
2372,22.0,2.0,4.0,0.0
2373,22.0,2.0,5.0,1.0
2374,22.0,2.0,6.0,1.0
2375,22.0,2.0,7.0,1.0
2376,22.0,2.0,8.0,1.0
2377,22.0,2.0,9.0,0.0
2378,22.0,2.0,10.0,1.0
2379,22.0,2.0,11.0,0.0
2380,22.0,2.0,12.0,1.0
2381,22.0,2.0,13.0,1.0
2382,22.0,2.0,14.0,1.0
2383,22.0,2.0,15.0,1.0
2384,22.0,2.0,16.0,1.0
2385,22.0,2.0,17.0,0.0
2386,22.0,2.0,18.0,0.0
2387,22.0,2.0,19.0,1.0
2388,22.0,2.0,20.0,1.0
2389,22.0,2.0,21.0,0.0
2390,22.0,2.0,22.0,0.0
2391,22.0,2.0,23.0,1.0
2392,22.0,2.0,24.0,1.0
2393,22.0,2.0,25.0,0.0
2394,22.0,2.0,26.0,1.0
2395,22.0,2.0,27.0,0.0
2396,22.0,2.0,28.0,0.0
2397,22.0,2.0,29.0,0.0
2398,22.0,2.0,30.0,1.0
2399,22.0,2.0,31.0,1.0
2400,22.0,2.0,32.0,1.0
2401,22.0,2.0,33.0,1.0
2402,22.0,2.0,34.0,0.0
2403,22.0,2.0,35.0,0.0
2404,22.0,2.0,36.0,0.0
2405,22.0,3.0,0.0,0.0
2406,22.0,3.0,1.0,0.0
2407,22.0,3.0,2.0,1.0
2408,22.0,3.0,3.0,0.0
2409,22.0,3.0,4.0,1.0
2410,22.0,3.0,5.0,0.0
2411,22.0,3.0,6.0,0.0
2412,22.0,3.0,7.0,0.0
2413,22.0,3.0,8.0,1.0
2414,22.0,3.0,9.0,0.0
2415,22.0,3.0,10.0,0.0
2416,22.0,3.0,11.0,1.0
2417,22.0,3.0,12.0,0.0
2418,22.0,3.0,13.0,0.0
2419,22.0,3.0,14.0,1.0
2420,22.0,3.0,15.0,0.0
2421,22.0,3.0,16.0,0.0
2422,22.0,3.0,17.0,1.0
2423,22.0,3.0,18.0,0.0
2424,22.0,3.0,19.0,1.0
2425,22.0,3.0,20.0,1.0
2426,22.0,3.0,21.0,0.0
2427,22.0,3.0,22.0,1.0
2428,22.0,3.0,23.0,0.0
2429,22.0,3.0,24.0,0.0
2430,22.0,3.0,25.0,0.0
2431,22.0,3.0,26.0,0.0
2432,22.0,3.0,27.0,1.0
2433,22.0,3.0,28.0,1.0
2434,22.0,3.0,29.0,0.0
2435,22.0,3.0,30.0,0.0
2436,22.0,3.0,31.0,1.0
2437,22.0,3.0,32.0,1.0
2438,22.0,3.0,33.0,1.0
2439,22.0,3.0,34.0,1.0
2440,22.0,3.0,35.0,1.0
2441,22.0,3.0,36.0,0.0
2442,23.0,1.0,0.0,1.0
2443,23.0,1.0,1.0,1.0
2444,23.0,1.0,2.0,0.0
2445,23.0,1.0,3.0,1.0
2446,23.0,1.0,4.0,0.0
2447,23.0,1.0,5.0,1.0
2448,23.0,1.0,6.0,1.0
2449,23.0,1.0,7.0,0.0
2450,23.0,1.0,8.0,1.0
2451,23.0,1.0,9.0,0.0
2452,23.0,1.0,10.0,1.0
2453,23.0,1.0,11.0,1.0
2454,23.0,1.0,12.0,1.0
2455,23.0,1.0,13.0,1.0
2456,23.0,1.0,14.0,0.0
2457,23.0,1.0,15.0,1.0
2458,23.0,1.0,16.0,1.0
2459,23.0,1.0,17.0,1.0
2460,23.0,1.0,18.0,0.0
2461,23.0,1.0,19.0,1.0
2462,23.0,1.0,20.0,0.0
2463,23.0,1.0,21.0,1.0
2464,23.0,1.0,22.0,1.0
2465,23.0,1.0,23.0,1.0
2466,23.0,1.0,24.0,1.0
2467,23.0,1.0,25.0,0.0
2468,23.0,1.0,26.0,0.0
2469,23.0,1.0,27.0,0.0
2470,23.0,1.0,28.0,0.0
2471,23.0,1.0,29.0,1.0
2472,23.0,1.0,30.0,0.0
2473,23.0,1.0,31.0,0.0
2474,23.0,1.0,32.0,0.0
2475,23.0,1.0,33.0,1.0
2476,23.0,1.0,34.0,0.0
2477,23.0,1.0,35.0,0.0
2478,23.0,1.0,36.0,1.0
2479,23.0,2.0,0.0,0.0
2480,23.0,2.0,1.0,1.0
2481,23.0,2.0,2.0,0.0
2482,23.0,2.0,3.0,0.0
2483,23.0,2.0,4.0,0.0
2484,23.0,2.0,5.0,1.0
2485,23.0,2.0,6.0,1.0
2486,23.0,2.0,7.0,0.0
2487,23.0,2.0,8.0,0.0
2488,23.0,2.0,9.0,1.0
2489,23.0,2.0,10.0,0.0
2490,23.0,2.0,11.0,1.0
2491,23.0,2.0,12.0,1.0
2492,23.0,2.0,13.0,0.0
2493,23.0,2.0,14.0,0.0
2494,23.0,2.0,15.0,0.0
2495,23.0,2.0,16.0,0.0
2496,23.0,2.0,17.0,1.0
2497,23.0,2.0,18.0,1.0
2498,23.0,2.0,19.0,0.0
2499,23.0,2.0,20.0,1.0
2500,23.0,2.0,21.0,1.0
2501,23.0,2.0,22.0,0.0
2502,23.0,2.0,23.0,0.0
2503,23.0,2.0,24.0,1.0
2504,23.0,2.0,25.0,1.0
2505,23.0,2.0,26.0,1.0
2506,23.0,2.0,27.0,0.0
2507,23.0,2.0,28.0,0.0
2508,23.0,2.0,29.0,0.0
2509,23.0,2.0,30.0,1.0
2510,23.0,2.0,31.0,1.0
2511,23.0,2.0,32.0,1.0
2512,23.0,2.0,33.0,0.0
2513,23.0,2.0,34.0,1.0
2514,23.0,2.0,35.0,0.0
2515,23.0,2.0,36.0,1.0
2516,23.0,3.0,0.0,1.0
2517,23.0,3.0,1.0,1.0
2518,23.0,3.0,2.0,0.0
2519,23.0,3.0,3.0,0.0
2520,23.0,3.0,4.0,1.0
2521,23.0,3.0,5.0,1.0
2522,23.0,3.0,6.0,1.0
2523,23.0,3.0,7.0,1.0
2524,23.0,3.0,8.0,0.0
2525,23.0,3.0,9.0,0.0
2526,23.0,3.0,10.0,0.0
2527,23.0,3.0,11.0,0.0
2528,23.0,3.0,12.0,0.0
2529,23.0,3.0,13.0,1.0
2530,23.0,3.0,14.0,1.0
2531,23.0,3.0,15.0,1.0
2532,23.0,3.0,16.0,0.0
2533,23.0,3.0,17.0,1.0
2534,23.0,3.0,18.0,0.0
2535,23.0,3.0,19.0,1.0
2536,23.0,3.0,20.0,1.0
2537,23.0,3.0,21.0,0.0
2538,23.0,3.0,22.0,0.0
2539,23.0,3.0,23.0,1.0
2540,23.0,3.0,24.0,1.0
2541,23.0,3.0,25.0,0.0
2542,23.0,3.0,26.0,0.0
2543,23.0,3.0,27.0,0.0
2544,23.0,3.0,28.0,0.0
2545,23.0,3.0,29.0,1.0
2546,23.0,3.0,30.0,0.0
2547,23.0,3.0,31.0,1.0
2548,23.0,3.0,32.0,0.0
2549,23.0,3.0,33.0,1.0
2550,23.0,3.0,34.0,0.0
2551,23.0,3.0,35.0,1.0
2552,23.0,3.0,36.0,0.0
2553,24.0,1.0,0.0,1.0
2554,24.0,1.0,1.0,0.0
2555,24.0,1.0,2.0,1.0
2556,24.0,1.0,3.0,0.0
2557,24.0,1.0,4.0,0.0
2558,24.0,1.0,5.0,0.0
2559,24.0,1.0,6.0,0.0
2560,24.0,1.0,7.0,1.0
2561,24.0,1.0,8.0,0.0
2562,24.0,1.0,9.0,0.0
2563,24.0,1.0,10.0,0.0
2564,24.0,1.0,11.0,1.0
2565,24.0,1.0,12.0,1.0
2566,24.0,1.0,13.0,0.0
2567,24.0,1.0,14.0,1.0
2568,24.0,1.0,15.0,1.0
2569,24.0,1.0,16.0,1.0
2570,24.0,1.0,17.0,0.0
2571,24.0,1.0,18.0,1.0
2572,24.0,1.0,19.0,1.0
2573,24.0,1.0,20.0,1.0
2574,24.0,1.0,21.0,0.0
2575,24.0,1.0,22.0,1.0
2576,24.0,1.0,23.0,1.0
2577,24.0,1.0,24.0,1.0
2578,24.0,1.0,25.0,1.0
2579,24.0,1.0,26.0,1.0
2580,24.0,1.0,27.0,0.0
2581,24.0,1.0,28.0,0.0
2582,24.0,1.0,29.0,1.0
2583,24.0,1.0,30.0,0.0
2584,24.0,1.0,31.0,1.0
2585,24.0,1.0,32.0,1.0
2586,24.0,1.0,33.0,0.0
2587,24.0,1.0,34.0,0.0
2588,24.0,1.0,35.0,1.0
2589,24.0,1.0,36.0,0.0
2590,24.0,2.0,0.0,0.0
2591,24.0,2.0,1.0,0.0
2592,24.0,2.0,2.0,1.0
2593,24.0,2.0,3.0,1.0
2594,24.0,2.0,4.0,0.0
2595,24.0,2.0,5.0,0.0
2596,24.0,2.0,6.0,1.0
2597,24.0,2.0,7.0,0.0
2598,24.0,2.0,8.0,0.0
2599,24.0,2.0,9.0,1.0
2600,24.0,2.0,10.0,0.0
2601,24.0,2.0,11.0,1.0
2602,24.0,2.0,12.0,0.0
2603,24.0,2.0,13.0,0.0
2604,24.0,2.0,14.0,0.0
2605,24.0,2.0,15.0,1.0
2606,24.0,2.0,16.0,1.0
2607,24.0,2.0,17.0,0.0
2608,24.0,2.0,18.0,0.0
2609,24.0,2.0,19.0,1.0
2610,24.0,2.0,20.0,1.0
2611,24.0,2.0,21.0,0.0
2612,24.0,2.0,22.0,1.0
2613,24.0,2.0,23.0,1.0
2614,24.0,2.0,24.0,1.0
2615,24.0,2.0,25.0,1.0
2616,24.0,2.0,26.0,1.0
2617,24.0,2.0,27.0,1.0
2618,24.0,2.0,28.0,0.0
2619,24.0,2.0,29.0,0.0
2620,24.0,2.0,30.0,1.0
2621,24.0,2.0,31.0,1.0
2622,24.0,2.0,32.0,0.0
2623,24.0,2.0,33.0,1.0
2624,24.0,2.0,34.0,0.0
2625,24.0,2.0,35.0,0.0
2626,24.0,2.0,36.0,0.0
2627,24.0,3.0,0.0,0.0
2628,24.0,3.0,1.0,0.0
2629,24.0,3.0,2.0,1.0
2630,24.0,3.0,3.0,0.0
2631,24.0,3.0,4.0,0.0
2632,24.0,3.0,5.0,1.0
2633,24.0,3.0,6.0,1.0
2634,24.0,3.0,7.0,1.0
2635,24.0,3.0,8.0,1.0
2636,24.0,3.0,9.0,0.0
2637,24.0,3.0,10.0,1.0
2638,24.0,3.0,11.0,1.0
2639,24.0,3.0,12.0,0.0
2640,24.0,3.0,13.0,1.0
2641,24.0,3.0,14.0,0.0
2642,24.0,3.0,15.0,1.0
2643,24.0,3.0,16.0,1.0
2644,24.0,3.0,17.0,0.0
2645,24.0,3.0,18.0,0.0
2646,24.0,3.0,19.0,1.0
2647,24.0,3.0,20.0,0.0
2648,24.0,3.0,21.0,0.0
2649,24.0,3.0,22.0,1.0
2650,24.0,3.0,23.0,0.0
2651,24.0,3.0,24.0,1.0
2652,24.0,3.0,25.0,0.0
2653,24.0,3.0,26.0,0.0
2654,24.0,3.0,27.0,0.0
2655,24.0,3.0,28.0,1.0
2656,24.0,3.0,29.0,0.0
2657,24.0,3.0,30.0,1.0
2658,24.0,3.0,31.0,1.0
2659,24.0,3.0,32.0,1.0
2660,24.0,3.0,33.0,1.0
2661,24.0,3.0,34.0,1.0
2662,24.0,3.0,35.0,1.0
2663,24.0,3.0,36.0,0.0
2664,25.0,1.0,0.0,0.0
2665,25.0,1.0,1.0,1.0
2666,25.0,1.0,2.0,0.0
2667,25.0,1.0,3.0,0.0
2668,25.0,1.0,4.0,1.0
2669,25.0,1.0,5.0,1.0
2670,25.0,1.0,6.0,1.0
2671,25.0,1.0,7.0,1.0
2672,25.0,1.0,8.0,0.0
2673,25.0,1.0,9.0,1.0
2674,25.0,1.0,10.0,1.0
2675,25.0,1.0,11.0,0.0
2676,25.0,1.0,12.0,0.0
2677,25.0,1.0,13.0,1.0
2678,25.0,1.0,14.0,1.0
2679,25.0,1.0,15.0,0.0
2680,25.0,1.0,16.0,0.0
2681,25.0,1.0,17.0,1.0
2682,25.0,1.0,18.0,0.0
2683,25.0,1.0,19.0,1.0
2684,25.0,1.0,20.0,1.0
2685,25.0,1.0,21.0,1.0
2686,25.0,1.0,22.0,0.0
2687,25.0,1.0,23.0,0.0
2688,25.0,1.0,24.0,1.0
2689,25.0,1.0,25.0,0.0
2690,25.0,1.0,26.0,1.0
2691,25.0,1.0,27.0,1.0
2692,25.0,1.0,28.0,1.0
2693,25.0,1.0,29.0,1.0
2694,25.0,1.0,30.0,0.0
2695,25.0,1.0,31.0,0.0
2696,25.0,1.0,32.0,1.0
2697,25.0,1.0,33.0,1.0
2698,25.0,1.0,34.0,0.0
2699,25.0,1.0,35.0,1.0
2700,25.0,1.0,36.0,0.0
2701,25.0,2.0,0.0,0.0
2702,25.0,2.0,1.0,1.0
2703,25.0,2.0,2.0,0.0
2704,25.0,2.0,3.0,0.0
2705,25.0,2.0,4.0,1.0
2706,25.0,2.0,5.0,0.0
2707,25.0,2.0,6.0,1.0
2708,25.0,2.0,7.0,0.0
2709,25.0,2.0,8.0,1.0
2710,25.0,2.0,9.0,1.0
2711,25.0,2.0,10.0,0.0
2712,25.0,2.0,11.0,0.0
2713,25.0,2.0,12.0,0.0
2714,25.0,2.0,13.0,1.0
2715,25.0,2.0,14.0,1.0
2716,25.0,2.0,15.0,0.0
2717,25.0,2.0,16.0,1.0
2718,25.0,2.0,17.0,0.0
2719,25.0,2.0,18.0,1.0
2720,25.0,2.0,19.0,1.0
2721,25.0,2.0,20.0,0.0
2722,25.0,2.0,21.0,1.0
2723,25.0,2.0,22.0,0.0
2724,25.0,2.0,23.0,0.0
2725,25.0,2.0,24.0,0.0
2726,25.0,2.0,25.0,1.0
2727,25.0,2.0,26.0,1.0
2728,25.0,2.0,27.0,1.0
2729,25.0,2.0,28.0,1.0
2730,25.0,2.0,29.0,1.0
2731,25.0,2.0,30.0,0.0
2732,25.0,2.0,31.0,0.0
2733,25.0,2.0,32.0,1.0
2734,25.0,2.0,33.0,0.0
2735,25.0,2.0,34.0,1.0
2736,25.0,2.0,35.0,0.0
2737,25.0,2.0,36.0,1.0
2738,25.0,3.0,0.0,0.0
2739,25.0,3.0,1.0,0.0
2740,25.0,3.0,2.0,1.0
2741,25.0,3.0,3.0,1.0
2742,25.0,3.0,4.0,0.0
2743,25.0,3.0,5.0,1.0
2744,25.0,3.0,6.0,0.0
2745,25.0,3.0,7.0,1.0
2746,25.0,3.0,8.0,1.0
2747,25.0,3.0,9.0,0.0
2748,25.0,3.0,10.0,0.0
2749,25.0,3.0,11.0,1.0
2750,25.0,3.0,12.0,1.0
2751,25.0,3.0,13.0,1.0
2752,25.0,3.0,14.0,1.0
2753,25.0,3.0,15.0,0.0
2754,25.0,3.0,16.0,1.0
2755,25.0,3.0,17.0,0.0
2756,25.0,3.0,18.0,1.0
2757,25.0,3.0,19.0,0.0
2758,25.0,3.0,20.0,0.0
2759,25.0,3.0,21.0,1.0
2760,25.0,3.0,22.0,0.0
2761,25.0,3.0,23.0,1.0
2762,25.0,3.0,24.0,1.0
2763,25.0,3.0,25.0,1.0
2764,25.0,3.0,26.0,0.0
2765,25.0,3.0,27.0,1.0
2766,25.0,3.0,28.0,0.0
2767,25.0,3.0,29.0,1.0
2768,25.0,3.0,30.0,0.0
2769,25.0,3.0,31.0,1.0
2770,25.0,3.0,32.0,1.0
2771,25.0,3.0,33.0,0.0
2772,25.0,3.0,34.0,0.0
2773,25.0,3.0,35.0,0.0
2774,25.0,3.0,36.0,0.0
2775,26.0,1.0,0.0,0.0
2776,26.0,1.0,1.0,1.0
2777,26.0,1.0,2.0,0.0
2778,26.0,1.0,3.0,0.0
2779,26.0,1.0,4.0,1.0
2780,26.0,1.0,5.0,0.0
2781,26.0,1.0,6.0,1.0
2782,26.0,1.0,7.0,0.0
2783,26.0,1.0,8.0,1.0
2784,26.0,1.0,9.0,1.0
2785,26.0,1.0,10.0,0.0
2786,26.0,1.0,11.0,1.0
2787,26.0,1.0,12.0,1.0
2788,26.0,1.0,13.0,0.0
2789,26.0,1.0,14.0,0.0
2790,26.0,1.0,15.0,0.0
2791,26.0,1.0,16.0,1.0
2792,26.0,1.0,17.0,1.0
2793,26.0,1.0,18.0,1.0
2794,26.0,1.0,19.0,1.0
2795,26.0,1.0,20.0,1.0
2796,26.0,1.0,21.0,0.0
2797,26.0,1.0,22.0,0.0
2798,26.0,1.0,23.0,1.0
2799,26.0,1.0,24.0,1.0
2800,26.0,1.0,25.0,1.0
2801,26.0,1.0,26.0,1.0
2802,26.0,1.0,27.0,1.0
2803,26.0,1.0,28.0,0.0
2804,26.0,1.0,29.0,1.0
2805,26.0,1.0,30.0,1.0
2806,26.0,1.0,31.0,0.0
2807,26.0,1.0,32.0,1.0
2808,26.0,1.0,33.0,1.0
2809,26.0,1.0,34.0,1.0
2810,26.0,1.0,35.0,1.0
2811,26.0,1.0,36.0,1.0
2812,26.0,2.0,0.0,1.0
2813,26.0,2.0,1.0,0.0
2814,26.0,2.0,2.0,1.0
2815,26.0,2.0,3.0,1.0
2816,26.0,2.0,4.0,1.0
2817,26.0,2.0,5.0,0.0
2818,26.0,2.0,6.0,1.0
2819,26.0,2.0,7.0,0.0
2820,26.0,2.0,8.0,1.0
2821,26.0,2.0,9.0,1.0
2822,26.0,2.0,10.0,0.0
2823,26.0,2.0,11.0,1.0
2824,26.0,2.0,12.0,0.0
2825,26.0,2.0,13.0,1.0
